NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOMF_SIGNALING_RECEPTOR_INHIBITOR_ACTIVITY	GOMF_SIGNALING_RECEPTOR_INHIBITOR_ACTIVITY	Details ...	23	0.6904941	2.036252	0.0	0.01279913	0.014	536	tags=22%, list=3%, signal=22%	
GOMF_FIBRONECTIN_BINDING	GOMF_FIBRONECTIN_BINDING	Details ...	32	0.6117032	2.0290356	0.0	0.006952293	0.015	1342	tags=31%, list=8%, signal=34%	
GOMF_COLLAGEN_BINDING	GOMF_COLLAGEN_BINDING	Details ...	63	0.5403014	1.9793476	0.0	0.012682527	0.048	1303	tags=22%, list=8%, signal=24%	
GOMF_L_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_L_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	Details ...	45	0.55423373	1.9254026	0.0	0.020630687	0.104	1184	tags=22%, list=7%, signal=24%	
GOMF_NADPLUS_PROTEIN_ADP_RIBOSYLTRANSFERASE_ACTIVITY	GOMF_NADPLUS_PROTEIN_ADP_RIBOSYLTRANSFERASE_ACTIVITY	Details ...	19	0.6688412	1.8843025	0.004210526	0.026732648	0.155	2283	tags=53%, list=14%, signal=61%	
GOMF_PEPTIDE_ANTIGEN_BINDING	GOMF_PEPTIDE_ANTIGEN_BINDING	Details ...	22	0.75175804	1.8764063	0.0	0.024548367	0.169	1178	tags=55%, list=7%, signal=59%	
GOMF_CYTOKINE_ACTIVITY	GOMF_CYTOKINE_ACTIVITY	Details ...	145	0.4484575	1.8719828	0.0	0.022315634	0.181	869	tags=17%, list=5%, signal=17%	
GOMF_NADPLUS_ADP_RIBOSYLTRANSFERASE_ACTIVITY	GOMF_NADPLUS_ADP_RIBOSYLTRANSFERASE_ACTIVITY	Details ...	21	0.640137	1.8339514	0.002202643	0.032339435	0.283	2283	tags=48%, list=14%, signal=55%	
GOMF_C_C_CHEMOKINE_BINDING	GOMF_C_C_CHEMOKINE_BINDING	Details ...	24	0.6126634	1.8099575	0.0	0.038512297	0.349	1360	tags=25%, list=8%, signal=27%	
GOMF_CHEMOKINE_ACTIVITY	GOMF_CHEMOKINE_ACTIVITY	Details ...	36	0.5831744	1.8021708	0.0021321962	0.03775712	0.37	869	tags=33%, list=5%, signal=35%	
GOMF_PENTOSYLTRANSFERASE_ACTIVITY	GOMF_PENTOSYLTRANSFERASE_ACTIVITY	Details ...	47	0.52623373	1.7963471	0.0	0.03755425	0.392	1901	tags=36%, list=11%, signal=41%	
GOMF_TAP_BINDING	GOMF_TAP_BINDING	Details ...	16	0.753856	1.7948214	0.0	0.034984883	0.396	1178	tags=56%, list=7%, signal=60%	
GOMF_EXTRACELLULAR_MATRIX_BINDING	GOMF_EXTRACELLULAR_MATRIX_BINDING	Details ...	50	0.5254678	1.7902414	0.0021321962	0.03442334	0.415	1303	tags=26%, list=8%, signal=28%	
GOMF_PHOSPHATIDIC_ACID_BINDING	GOMF_PHOSPHATIDIC_ACID_BINDING	Details ...	20	0.6150023	1.7803899	0.0022172949	0.035790794	0.446	1027	tags=35%, list=6%, signal=37%	
GOMF_PHOSPHATIDYLINOSITOL_4_PHOSPHATE_BINDING	GOMF_PHOSPHATIDYLINOSITOL_4_PHOSPHATE_BINDING	Details ...	28	0.56034607	1.7694811	0.0058252425	0.037645034	0.483	723	tags=21%, list=4%, signal=22%	
GOMF_ANTIGEN_BINDING	GOMF_ANTIGEN_BINDING	Details ...	65	0.49496377	1.7322614	0.009456265	0.054042887	0.612	1178	tags=31%, list=7%, signal=33%	
GOMF_CHEMOKINE_RECEPTOR_BINDING	GOMF_CHEMOKINE_RECEPTOR_BINDING	Details ...	48	0.5252998	1.7313696	0.0021645022	0.05134233	0.614	1360	tags=31%, list=8%, signal=34%	
GOMF_TRANSITION_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_TRANSITION_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	Details ...	33	0.5436748	1.7215995	0.0022222223	0.053268753	0.639	1955	tags=42%, list=12%, signal=48%	
GOMF_INTEGRIN_BINDING	GOMF_INTEGRIN_BINDING	Details ...	138	0.41571605	1.7212963	0.0	0.050675455	0.64	981	tags=22%, list=6%, signal=23%	
GOMF_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	GOMF_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	Details ...	62	0.475126	1.7192842	0.0	0.049185615	0.646	1332	tags=21%, list=8%, signal=23%	
