NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_CYTOPLASMIC_TRANSLATION	GOBP_CYTOPLASMIC_TRANSLATION	Details ...	139	0.69637066	3.0331035	0.0	0.0	0.0	1948	tags=50%, list=10%, signal=55%	
GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION	GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION	Details ...	277	0.5523639	2.6315415	0.0	0.0	0.0	2952	tags=39%, list=15%, signal=45%	
GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	Details ...	102	0.6376447	2.6041048	0.0	0.0	0.0	3151	tags=47%, list=16%, signal=56%	
GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION	Details ...	175	0.56395084	2.5604284	0.0	0.0	0.0	2952	tags=39%, list=15%, signal=46%	
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION	GOBP_MAINTENANCE_OF_PROTEIN_LOCATION	Details ...	101	0.608529	2.5554218	0.0	0.0	0.0	3052	tags=43%, list=15%, signal=50%	
GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH	GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH	Details ...	166	0.5709398	2.5528033	0.0	0.0	0.0	3101	tags=44%, list=16%, signal=52%	
GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	Details ...	387	0.515489	2.5487518	0.0	0.0	0.0	2952	tags=34%, list=15%, signal=39%	
GOBP_ACTIN_FILAMENT_ORGANIZATION	GOBP_ACTIN_FILAMENT_ORGANIZATION	Details ...	457	0.5050942	2.5113435	0.0	0.0	0.0	2952	tags=35%, list=15%, signal=40%	
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_CELL	GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_CELL	Details ...	68	0.633029	2.5073364	0.0	0.0	0.0	3218	tags=47%, list=16%, signal=56%	
GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	GOBP_REGULATION_OF_MRNA_SPLICING_VIA_SPLICEOSOME	Details ...	107	0.58810467	2.5008774	0.0	0.0	0.0	3598	tags=45%, list=18%, signal=54%	
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY	Details ...	103	0.59409803	2.4968002	0.0	0.0	0.0	3168	tags=47%, list=16%, signal=55%	
GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	Details ...	174	0.54952437	2.4901857	0.0	0.0	0.0	2771	tags=37%, list=14%, signal=42%	
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS	GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS	Details ...	413	0.49838373	2.4789257	0.0	0.0	0.0	3101	tags=35%, list=16%, signal=40%	
GOBP_REGULATION_OF_RNA_SPLICING	GOBP_REGULATION_OF_RNA_SPLICING	Details ...	177	0.5454325	2.4672244	0.0	0.0	0.0	3626	tags=43%, list=18%, signal=52%	
